scheme_code,scheme_name,Risk
107328, Principal Ultra Short Term Fund-Growth Option,Low to Moderate
107329, Principal Ultra Short Term Fund-Daily Income Distribution CUM Capital Withdrawal Option,Low to Moderate
107330, Principal Ultra Short Term Fund-Monthly Income Distribution CUM Capital Withdrawal Option,Low to Moderate
107332, Principal Ultra Short Term Fund-Weekly Income Distribution CUM Capital Withdrawal Option,Low to Moderate
107352, Invesco India Multicap Fund - IDCW (Payout / Reinvestment),Low to Moderate
107353, Invesco India Multicap Fund - Growth Option,Low to Moderate
107409, JM Core 11 Fund (Regular) - IDCW,Low to Moderate
107410, JM Core 11 Fund (Regular) - Growth Option,Low to Moderate
107471, Invesco India Gilt Fund - Monthly IDCW (Reinvestment),Low to Moderate
107472, Invesco India Gilt Fund - Quarterly IDCW (Payout / Reinvestment),Low to Moderate
107476, Invesco India Gilt Fund - Annual IDCW (Payout / Reinvestment),Low to Moderate
107477, Invesco India Gilt Fund - Growth,Low to Moderate
107524, HDFC Infrastructure Fund - Growth Plan,Low to Moderate
107525, HDFC Infrastructure Fund - IDCW Plan,Low to Moderate
107578, Mirae Asset Large Cap Fund - Growth Plan,Low to Moderate
107579, Mirae Asset Large Cap Fund Regular IDCW,Low to Moderate
107693, Quantum Gold Fund,Low to Moderate
107700, Mirae Asset Savings Fund Regular Savings Daily IDCW,Low to Moderate
107701, Mirae Asset Savings Fund Regular Savings Weekly IDCW,Low to Moderate
107702, Mirae Asset Savings Fund Regular Savings Quarterly IDCW,Low to Moderate
107704, Mirae Asset Savings Fund Regular Savings Monthly IDCW,Low to Moderate
107705, Mirae Asset Savings Fund-Regular Savings Plan- Growth,Low to Moderate
107745, Aditya Birla Sun Life Tax Relief 96 - Growth Option,Low to Moderate
107763, LIC MF Infrastructure Fund-Regular Plan-Growth,Low to Moderate
107764, LIC MF Infrastructure Fund-Regular Plan-IDCW,Low to Moderate
107900, Reliance Equity Linked Saving Fund - Series I - Dividend Plan,Low to Moderate
107901, Reliance Equity Linked Saving Fund - Series I - Growth Plan,Low to Moderate
107988, HSBC Global Emerging Markets Fund - Growth,Low to Moderate
107989, HSBC Global Emerging Markets Fund - IDCW,Low to Moderate
108166, Aditya Birla Sun Life Pure Value Fund - Regular - IDCW,Low to Moderate
108167, Aditya Birla Sun Life Pure Value Fund - Growth Option,Low to Moderate
108202, DSP Natural Resources And New Energy Fund - Regular - Growth,Low to Moderate
108203, DSP Natural Resources And New Energy Fund - Regular Plan - IDCW,Low to Moderate
108220, HSBC Flexi Debt Fund - Regular Quarterly IDCW,Low to Moderate
108249, Nippon India Quant Fund -Growth Plan - Growth Option,Low to Moderate
108252, NIPPON INDIA QUANT FUND - IDCW Option,Low to Moderate
108258, Nippon India Quant Fund -Growth Plan -Bonus Option,Low to Moderate
108272, Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW,Low to Moderate
108273, Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,Low to Moderate
108274, Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW,Low to Moderate
108305, Sundaram Select Focus Institutional Plan - Growth,Low to Moderate
108377, Invesco India Financial Services Fund - Regular Plan -  IDCW (Payout / Reinvestment),Low to Moderate
108378, Invesco India Financial Services Fund - Retail Growth,Low to Moderate
108402, Taurus Taxshield - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Low to Moderate
108403, Taurus Largecap Equity Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Low to Moderate
108465, ICICI Prudential Bluechip Fund - IDCW,Low to Moderate
108466, ICICI Prudential Bluechip Fund - Growth,Low to Moderate
108467, ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,Low to Moderate
108479, Quantum Nifty ETF,Low to Moderate
108500, Kotak Dynamic Bond Fund Regular Plan Daily Dividend,Low to Moderate
108511, Kotak Dynamic Bond Fund Regular Plan Growth,Low to Moderate
108512, Kotak Dynamic Bond Fund Regular Plan Weekly Dividend,Low to Moderate
108544, IDFC All Seasons Bond Fund - Regular Plan - Quarterly IDCW,Low to Moderate
108545, IDFC All Seasons Bond Fund - Regular Plan - Growth,Low to Moderate
108546, IDFC All Seasons Bond Fund - Regular Plan - Half Yearly IDCW,Low to Moderate
108547, IDFC All Seasons Bond Fund - Regular Plan - Annual IDCW,Low to Moderate
108557, IDFC Government Securities Fund - IP - Regular Plan - Quarterly IDCW,Low to Moderate
108558, IDFC Government Securities Fund - IP - Regular - Plan B - Half Yearly IDCW,Low to Moderate
108559, IDFC Government Securities Fund - IP - Regular Plan - Annual IDCW,Low to Moderate
108561, IDFC Dynamic Bond Fund - Regular Plan B - Quarterly IDCW ,Low to Moderate
108592, IDFC Focused Equity Fund - Regular Plan - Growth,Low to Moderate
108593, IDFC Focused Equity Fund - Regular Plan - IDCW,Low to Moderate
108594, IDFC Flexi Cap Fund - Regular Plan - Growth,Low to Moderate
108595, IDFC Flexi Cap Fund - Regular Plan - IDCW,Low to Moderate
108596, IDFC Core Equity Fund - Regular Plan - Growth,Low to Moderate
108597, IDFC Core Equity Fund - Regular Plan - IDCW,Low to Moderate
108632, IDFC Low Duration Fund - Regular Plan - Growth,Low to Moderate
108633, IDFC Low Duration Fund - Regular Plan - Daily IDCW,Low to Moderate
108634, IDFC Low Duration Fund - Regular Plan - Weekly IDCW,Low to Moderate
108635, IDFC Low Duration Fund - Regular Plan - Monthly IDCW,Low to Moderate
108644, IDFC Government Securities Fund - Constant Maturity Plan - Regular Plan - Monthly IDCW,Low to Moderate
108646, IDFC Government Securities Fund - Constant Maturity Plan - Regular Plan - Quarterly IDCW,Low to Moderate
108650, IDFC Money Manager Fund - Regular Plan - Daily IDCW,Low to Moderate
108675, IDFC Dynamic Bond Fund - Regular Plan B - Annual IDCW,Low to Moderate
108690, IDFC Cash Fund - Regular Plan - Growth,Low to Moderate
108691, IDFC Cash Fund - Regular Plan - Weekly IDCW,Low to Moderate
108692, IDFC Cash Fund - Regular Plan - Daily IDCW,Low to Moderate
108693, IDFC Cash Fund - Regular Plan - Monthly IDCW,Low to Moderate
108694, IDFC Cash Fund - Inst Plan B - Periodic Div,Low to Moderate
108697, IDFC-Money Manager Fund - Growth,Low to Moderate
108698, IDFC-Money Manager Fund - Daily Dividend,Low to Moderate
108699, IDFC-Money Manager Fund - Weekly Dividend,Low to Moderate
108700, IDFC-Money Manager Fund - Monthly Dividend,Low to Moderate
108701, IDFC Money Manager Fund - Regular Plan - Weekly IDCW,Low to Moderate
108713, IDFC Bond Fund - Short Term - Regular Plan - Fortnightly IDCW,Low to Moderate
108714, IDFC Bond Fund - Short Term Plan - Plan C  - Fortnightly Dividend,Low to Moderate
108715, IDFC Bond Fund - Short Term Plan - Plan D- Fortnightly Dividend,Low to Moderate
108716, IDFC Bond Fund - Short Term Plan - Plan B - Fortnightly Dividend,Low to Moderate
108717, IDFC Bond Fund - Short Term Plan - Plan C  - Growth,Low to Moderate
108718, IDFC Bond Fund - Short Term Plan - Plan C  - Monthly Dividend,Low to Moderate
108719, IDFC Bond Fund - Short Term Plan - Plan D - Growth,Low to Moderate
108720, IDFC Bond Fund - Short Term Plan - Plan D - Monthly Dividend,Low to Moderate
108727, IDFC Bond Fund - Medium Term - Regular Plan - Monthly IDCW,Low to Moderate
108728, IDFC Bond Fund - Medium Term - Regular Plan - Growth,Low to Moderate
108729, IDFC Bond Fund - Medium Term - Regular Plan - Fortnightly IDCW,Low to Moderate
108730, IDFC Bond Fund - Medium Term - Regular Plan - Bi-Monthly IDCW,Low to Moderate
108731, IDFC Bond Fund - Medium Term - Regular Plan - Daily IDCW,Low to Moderate
108753, IDFC Government Securities Fund - Constant Maturity Plan - Regular Plan - Growth,Low to Moderate
108756, IDFC Money Manager Fund - Regular Plan - Growth,Low to Moderate
108757, IDFC Money Manager Fund - Regular Plan - Monthly IDCW,Low to Moderate
108763, IDFC Bond Fund - Income Plan - Regular Plan - Half-yearly IDCW,Low to Moderate
108764, IDFC Bond Fund - Income Plan - Regular Plan - Quarterly IDCW,Low to Moderate
108765, IDFC Bond Fund - Income Plan - Regular Plan - Growth,Low to Moderate
108766, IDFC Bond Fund - Income Plan - Regular Plan - Annual IDCW,Low to Moderate
108767, IDFC Bond Fund - Short Term - Regular Plan - Monthly IDCW,Low to Moderate
108768, IDFC Bond Fund - Short Term - Regular Plan - Growth,Low to Moderate
108799, IDFC Large Cap Fund - Regular Plan - Growth,Low to Moderate
108800, IDFC Large Cap Fund - Regular Plan - IDCW,Low to Moderate
108844, IDFC Arbitrage Fund - Plan B - Dividend,Low to Moderate
108845, IDFC Arbitrage Fund - Regular Plan - Growth,Low to Moderate
108846, IDFC Arbitrage Fund - Plan B - Growth,Low to Moderate
108847, IDFC Arbitrage Fund - Regular Plan - Monthly IDCW,Low to Moderate
108908, IDFC Sterling Value Fund - Regular Plan - IDCW,Low to Moderate
108909, IDFC Sterling Value Fund - Regular Plan - Growth,Low to Moderate
108992, IDFC Equity Savings Fund - Regular Plan - Monthly IDCW,Low to Moderate
108993, IDFC Equity Savings Fund -B-DIVIDEND,Low to Moderate
108994, IDFC Equity Savings Fund -B-GROWTH,Low to Moderate
108995, IDFC Equity Savings Fund - Regular Plan - Growth,Low to Moderate
109010, Kotak Sensex ETF,Low to Moderate
109058, Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
109059, Sundaram Financial Services Opportunities Fund Regular Plan - Growth,Low to Moderate
109060, Sundaram Financial Services Opportunities Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
109061, Sundaram Financial Services Opportunities Fund Institutional Plan - Growth,Low to Moderate
109108, Aditya Birla Sun Life Savings Fund-Retail - Daily IDCW,Low to Moderate
109254, BOI AXA Liquid Fund- Regular Plan- Growth,Low to Moderate
109255, BOI AXA Liquid Fund- Regular Plan- Weekly IDCW,Low to Moderate
109264, BOI AXA Ultra Short Duration Fund- Regular Plan- Weekly IDCW,Low to Moderate
109269, BOI AXA Ultra Short Duration Fund- Regular Plan- Growth,Low to Moderate
109274, quant Focused Fund - IDCW Option - Regular Plan,Low to Moderate
109275, quant Focused Fund - Growth Option - Regular Plan,Low to Moderate
109349, CANARA ROBECO LIQUID FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),Low to Moderate
109350, CANARA ROBECO LIQUID FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),Low to Moderate
109351, CANARA ROBECO LIQUID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Low to Moderate
109353, CANARA ROBECO LIQUID FUND - REGULAR PLAN - GROWTH OPTION,Low to Moderate
109366, CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),Low to Moderate
109370, CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Low to Moderate
109371, CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION,Low to Moderate
109372, CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),Low to Moderate
109445, ICICI Prudential Banking and Financial Services Fund -  Growth,Low to Moderate
109446, ICICI Prudential Banking and Financial Services Fund -  IDCW,Low to Moderate
109464, UTI FIIF Sr-2 Quarterly Interval Plan IV - Regular Plan - IDCW,Low to Moderate
109465, UTI F I I F Series II -Quarterly Interval Plan - IV -Regular Plan - Growth Option,Low to Moderate
109466, UTI F I I F Series II -Quarterly Interval Plan - IV -Instn. Growth  Option,Low to Moderate
109472, NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,Low to Moderate
109473, NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,Low to Moderate
109501, UTI Ultra Short Term Fund - Regular Plan - Daily IDCW (Reinvestment),Low to Moderate
109522, JM Flexicap Fund (Regular) - Growth option,Low to Moderate
109523, JM Flexicap Fund (Regular) - IDCW,Low to Moderate
109574, Franklin India Ultra Short Bond Fund - Institutional - Weekly Dividend,Low to Moderate
109575, Franklin India Ultra Short Bond Fund - Retail Plan - Weekly - IDCW,Low to Moderate
109576, Franklin India Ultra Short Bond Fund - Super Institutional Plan - Weekly - IDCW,Low to Moderate
109617, UTI F I I F Series II -Quarterly Interval Plan - V - Regular Plan - Growth Option,Low to Moderate
109618, UTI FIIF Sr-2 Quarterly Interval Plan V - Regular Plan - IDCW,Low to Moderate
109679, ICICI Prudential Interval Fund Monthly Interval Plan I - Growth,Low to Moderate
109680, ICICI Prudential Interval Fund Monthly Interval Plan I - Dividend,Low to Moderate
109716, Nippon India Gilt Securities Fund -P F Option-Automatic Annual Reinvest Option,Low to Moderate
109717, Nippon India Gilt Securities Fund - Institutional Plan-Growth Plan -Growth Option,Low to Moderate
109718, Nippon India Gilt Securities Fund-Institutional Plan-P F Option-Automatic Capital Appreciation Payout Option,Low to Moderate
109720, Nippon India Gilt Securities Fund -Growth Plan - Growth Option,Low to Moderate
109721, Nippon India Gilt Securities Fund -P F Option-Defined Maturity Date Option,Low to Moderate
109723, NIPPON INDIA GILT SECURITIES FUND - MONTHLY IDCW Option,Low to Moderate
109724, Nippon India Gilt Securities Fund-P F Option-Automatic Capital Appreciation Payout Option,Low to Moderate
109740, ICICI Prudential Bond Fund - Growth,Low to Moderate
109741, ICICI Prudential Bond Fund - IDCW Monthly,Low to Moderate
109742, ICICI Prudential Bond Fund- Institutional Growth,Low to Moderate
109743, ICICI Prudential Bond Fund - IDCW Quarterly,Low to Moderate
109744, ICICI Prudential Bond Fund- Institutional Monthly Dividend,Low to Moderate
109745, ICICI Prudential Bond Fund- Institutional Quarterly Dividend,Low to Moderate
109830, quant Consumption Fund - Growth Option - Regular Plan,Low to Moderate
109831, quant Consumption Fund - IDCW Option - Regular Plan,Low to Moderate
109854, ICICI Prudential Interval Fund II Quarterly Interval Plan C - Growth,Low to Moderate
109855, ICICI Prudential Interval Fund II Quarterly Interval Plan C - Dividend,Low to Moderate
110013, ICICI Prudential Interval Fund II Quarterly Interval Plan D - Growth,Low to Moderate
110014, ICICI Prudential Interval Fund II Quarterly Interval Plan D - Dividend,Low to Moderate
110021, UTI FIIF Sr-2 Quarterly Interval Plan VI - Regular Plan - IDCW,Low to Moderate
110024, UTI F I I F Series II -Quarterly Interval Plan - VI-Regular Plan - Growth Option,Low to Moderate
110045, ICICI Prudential Interval Fund V Monthly Interval Plan A - Growth,Low to Moderate
110046, ICICI Prudential Interval Fund V Monthly Interval Plan A - Dividend,Low to Moderate
110047, ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Growth,Low to Moderate
110048, ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Dividend,Low to Moderate
110203, ICICI Prudential Interval Fund II Quarterly Interval - Dividend,Low to Moderate
110204, ICICI Prudential Interval Fund II Quarterly Interval - Growth,Low to Moderate
110282, Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW,Low to Moderate
110345, ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Dividend,Low to Moderate
110346, ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Growth,Low to Moderate
110347, ICICI Prudential Interval Fund IV Quarterly Interval Plan B -Dividend,Low to Moderate
110348, ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Growth,Low to Moderate
110383, ICICI Prudential Interval Fund II Quarterly Interval Plan F - Growth,Low to Moderate
110384, ICICI Prudential Interval Fund II Quarterly Interval Plan F - Dividend,Low to Moderate
110438, HSBC Flexi Debt Fund - Quarterly IDCW,Low to Moderate
110439, HSBC Flexi Debt Fund - Half-yearly IDCW,Low to Moderate
110440, HSBC Flexi Debt Fund - Regular Half-yearly IDCW,Low to Moderate
110468, UTI F I I F Series II -Quarterly Interval Plan - VII - Regular Plan - Growth Option,Low to Moderate
110469, UTI FIIF Sr-2 Quarterly Interval Plan VII - Regular Plan - IDCW,Low to Moderate
110490, Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - monthly IDCW,Low to Moderate
110555, ICICI Prudential Interval Fund III Quarterly Interval - Growth,Low to Moderate
110556, ICICI Prudential Interval Fund III Quarterly Interval - Dividend,Low to Moderate
110575, Kotak Treasury Advantage Fund -Daily Reinvestment of Income Distribution cum capital withdrawal option,Low to Moderate
110598, BOI AXA Large & Mid Cap  Equity Fund Regular Plan- Quarterly IDCW,Low to Moderate
110599, BOI AXA Large & Mid Cap Equity Fund Eco Plan- Growth,Low to Moderate
