scheme_code,scheme_name,Risk,nav,scheme_category,nfund_houseav,scheme_type,fund_house
105550, Sundaram Low Duration Fund Retail Plan - Fortnightly Income Distribution cum Capital Withdrawal (IDCW),nan,0.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105551, Sundaram Low Duration Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),nan,0.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105552, Sundaram Low Duration Fund Retail Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),nan,10.01280,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105553, Sundaram Low Duration Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),nan,0.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105554, Sundaram Low Duration Fund Institutional Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),nan,10.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105555, Sundaram Low Duration Fund Institutional Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),nan,0.00000,Direct,,143611;-;INF192K01DU7;JM Low Duration Fund,Sundaram Mutual Fund
105556, Sundaram Low Duration Fund Regular Plan - Weekly Income Distribution cum Capital Withdrawal (IDCW),nan,10.01300,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105557, Sundaram Low Duration Fund Regular Plan - Fortnightly Income Distribution cum Capital Withdrawal (IDCW),nan,0.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105558, Sundaram Low Duration Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),nan,0.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105559, Sundaram Low Duration Fund Institutional Plan - Weekly Income Distribution cum Capital Withdrawal (IDCW),nan,10.01290,Direct,,143611;-;INF192K01DU7;JM Low Duration Fund,Sundaram Mutual Fund
105560, Sundaram Low Duration Fund Institutional Plan - Fortnightly Income Distribution cum Capital Withdrawal (IDCW),nan,0.00000,Direct,,143611;-;INF192K01DU7;JM Low Duration Fund,Sundaram Mutual Fund
105561, Sundaram Low Duration Fund Institutional Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),nan,10.01290,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105562, Sundaram Low Duration Fund Institutional Plan - Growth,nan,10.01290,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105563, Sundaram Low Duration Fund Regular Plan - Growth,nan,10.01300,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105564, Sundaram Low Duration Fund Retail Plan - Growth,nan,10.01280,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105565, Sundaram Low Duration Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),nan,10.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105566, Sundaram Low Duration Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),nan,0.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,Sundaram Mutual Fund
105578, UTI - Treasury Advantage Fund - Discontinued - Periodic Dividend Plan,nan,1000.26880,Debt Scheme - Low Duration Fund,,Open Ended Schemes,UTI Mutual Fund
105603, Invesco India Arbitrage Fund - Growth Option,nan,10.01000,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,Invesco Mutual Fund
105604, Invesco India Arbitrage Fund - IDCW (Payout / Reinvestment),nan,10.01000,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,Invesco Mutual Fund
105605, UTI Treasury Advantage Fund - Regular Plan - Daily IDCW (Reinvestment),nan,1000.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,UTI Mutual Fund
105627, UTI Treasury Advantage Fund - Regular Plan - Weekly IDCW,nan,1000.27840,Debt Scheme - Low Duration Fund,,Open Ended Schemes,UTI Mutual Fund
105628, SBI LONG TERM EQUITY FUND - REGULAR PLAN- GROWTH,nan,45.12000,Equity Scheme - ELSS,,Open Ended Schemes,SBI Mutual Fund
105637, JM Dynamic Debt Fund (Regular) - Weekly IDCW,nan,10.00210,Debt Scheme - Dynamic Bond,,Open Ended Schemes,JM Financial Mutual Fund
105638, JM Dynamic Debt Fund - Premium Plan - Daily Dividend Option,nan,10.00000,Debt Scheme - Dynamic Bond,,Open Ended Schemes,JM Financial Mutual Fund
105639, JM Dynamic Debt Fund (Regular) - Daily IDCW,nan,10.00000,Debt Scheme - Dynamic Bond,,Open Ended Schemes,JM Financial Mutual Fund
105650, ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Dividend,nan,10.00370,Income,,Open Ended Schemes,ICICI Prudential Mutual Fund
105651, ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Growth,nan,10.00370,Income,,Open Ended Schemes,ICICI Prudential Mutual Fund
105658, UTI Treasury Advantage Fund - Regular Plan - Monthly IDCW,nan,1000.27250,Debt Scheme - Low Duration Fund,,Open Ended Schemes,UTI Mutual Fund
105659, UTI - Treasury Advantage Fund - Discontinued Flexi Dividend Plan,nan,1000.26700,Debt Scheme - Low Duration Fund,,Open Ended Schemes,UTI Mutual Fund
105660, NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - IDCW Option,nan,10.01930,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105661, Nippon India Interval Fund Annual Interval Fund Series-I-Retail Plan Growth Option,nan,10.01860,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105662, NIPPON INDIA ANNUAL INTERVAL FUND - SERIES I - RETAIL Plan - IDCW Option,nan,10.01860,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105663, Nippon India Interval Fund Annual Interval Fund Series-I- Growth Option,nan,10.01930,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105667, DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly,nan,1001.41150,Debt Scheme - Dynamic Bond,,Open Ended Schemes,DSP Mutual Fund
105668, DSP Strategic Bond Fund - Regular Plan - IDCW,nan,1001.41150,Debt Scheme - Dynamic Bond,,Open Ended Schemes,DSP Mutual Fund
105669, DSP Strategic Bond Fund - Regular Plan - Growth,nan,1001.41150,Debt Scheme - Dynamic Bond,,Open Ended Schemes,DSP Mutual Fund
105670, UTI - Treasury Advantage Fund - Discontinued Monthly Dividend Option,nan,1000.28090,Debt Scheme - Low Duration Fund,,Open Ended Schemes,UTI Mutual Fund
105689, Nippon India Interval Fund-Quarterly Interval Fund Series-II-Growth Option,nan,10.00710,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105691, Nippon India Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option,nan,10.00710,Half Yearly Dividend,,125254;INF174K01YR7;INF174K01YS5;Kotak Bond Short Term Plan-,Reliance Mutual Fund
105692, NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES II - IDCW Option,nan,10.00710,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105710, ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Growth,nan,10.00410,Income,,Open Ended Schemes,ICICI Prudential Mutual Fund
105711, ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Dividend,nan,10.00410,Income,,Open Ended Schemes,ICICI Prudential Mutual Fund
105757, HDFC Mid-Cap Opportunities Fund - IDCW Plan,nan,10.10200,Equity Scheme - Mid Cap Fund,,Open Ended Schemes,HDFC Mutual Fund
105758, HDFC Mid-Cap Opportunities Fund - Growth Plan,nan,10.10200,Equity Scheme - Mid Cap Fund,,Open Ended Schemes,HDFC Mutual Fund
105804, Aditya Birla Sun Life Small Cap Fund - GROWTH,nan,10.12000,Equity Scheme - Small Cap Fund,,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
105805, Aditya Birla Sun Life Small Cap Fund -Regular - IDCW,nan,10.12000,Equity Scheme - Small Cap Fund,,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
105816, Franklin India Focused Equity Fund - IDCW ,nan,9.88670,Equity Scheme - Focused Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
105817, Franklin India Focused Equity Fund - Growth Plan,nan,9.88670,Equity Scheme - Focused Fund,,Open Ended Schemes,Franklin Templeton Mutual Fund
105822, LIC MF Banking & PSU Debt Fund-Regular Plan-Daily IDCW,Low to Moderate,10.00000,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,LIC Mutual Fund
105823, LIC MF Banking & PSU Debt Fund-Regular Plan-Growth,Low to Moderate,10.00180,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,LIC Mutual Fund
105856, LIC MF Banking & PSU Debt Fund-Regular Plan-Monthly IDCW,Low to Moderate,10.01180,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,LIC Mutual Fund
105857, LIC MF Banking & PSU Debt Fund-Regular Plan-Weekly IDCW,Low to Moderate,10.01180,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,LIC Mutual Fund
105875, DSP Flexi Cap Fund - Regular Plan - Growth,nan,9.92500,Equity Scheme - Flexi Cap Fund,,Open Ended Schemes,DSP Mutual Fund
105878, DSP Strategic Bond Fund - Regular Plan - IDCW - Weekly,nan,1000.24360,Debt Scheme - Dynamic Bond,,Open Ended Schemes,DSP Mutual Fund
105881, Aditya Birla Sun Life Savings Fund-Weekly - retail IDCW,nan,10.00160,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
105882, Nippon India Interval Fund-Quarterly Interval Fund-Series-III-Institutional Plan-Growth Option,nan,10.00240,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105883, NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - INSTITUTIONAL IDCW Option,nan,10.00240,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105884, Nippon India Interval Fund-Quarterly Interval Fund-Series-III- Growth Option,nan,10.00230,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105885, NIPPON INDIA QUARTERLY INTERVAL FUND - SERIES III - IDCW Option,nan,10.00230,Income,,Interval Fund Schemes,Nippon India Mutual Fund
105887, Aditya Birla Sun Life Savings Fund-Regular - weekly IDCW,nan,10.00150,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
105888, Aditya Birla Sun Life Savings Fund-Regular - DAILY IDCW,nan,10.00010,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
105907, ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Dividend,nan,10.00370,Income,,Open Ended Schemes,ICICI Prudential Mutual Fund
105908, ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Growth,nan,10.00370,Income,,Open Ended Schemes,ICICI Prudential Mutual Fund
105967, Kotak Equity Arbitrage Fund - Payout of Income Distribution cum capital withdrawal option,nan,10.50460,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,Kotak Mahindra Mutual Fund
105968, Kotak Equity Arbitrage Fund - Growth,nan,11.40640,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,Kotak Mahindra Mutual Fund
105989, DSP Small Cap Fund - Regular - Growth,nan,10.03200,Equity Scheme - Small Cap Fund,,Open Ended Schemes,DSP Mutual Fund
106057, UTI FIIF Quarterly Interval Plan I - Regular Plan - IDCW,nan,10.01430,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
106060, UTI Fixed  Income Interval Fund ( Quarterly Interval Plan - I) - Regular Plan - Growth Option,nan,10.01430,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
106095, SBI Infrastructure Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.11000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,SBI Mutual Fund
106096, SBI INFRASTRUCTURE FUND -  REGULAR PLAN - GROWTH,nan,10.11000,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,SBI Mutual Fund
106101, JM Ultra Short Duration Fund - Fortnightly Dividend,nan,10.01140,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,JM Financial Mutual Fund
106104, JM Ultra Short Duration Fund - Weekly Dividend,nan,10.00060,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,JM Financial Mutual Fund
106131, Tata Corporate Bond Fund-Regular Plan - Weekly Dividend,nan,0.00000,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Tata Mutual Fund
106141, ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Dividend,nan,9.99980,Income,,Open Ended Schemes,ICICI Prudential Mutual Fund
106142, ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Growth,nan,9.99980,Income,,Open Ended Schemes,ICICI Prudential Mutual Fund
106143, Invesco India Growth Opportunities Fund - IDCW (Payout / Reinvestment),nan,9.91000,Equity Scheme - Large & Mid Cap Fund,,Open Ended Schemes,Invesco Mutual Fund
106144, Invesco India Growth Opportunities Fund - Growth,nan,9.91000,Equity Scheme - Large & Mid Cap Fund,,Open Ended Schemes,Invesco Mutual Fund
106145, UTI - Fixed Income Interval Fund - Monthly Interval Plan  - Regular Plan - Growth Option,nan,10.00540,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
106146, UTI FIIF Monthly Interval Plan I - Regular Plan - Monthly IDCW,nan,10.00540,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
106157, Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW,nan,10.00210,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,Aditya Birla Sun Life Mutual Fund
106166, CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - GROWTH OPTION,nan,41.76000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,Canara Robeco Mutual Fund
106167, CANARA ROBECO EQUITY HYBRID FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),nan,41.76000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,Canara Robeco Mutual Fund
106168, JM Value Fund (Regular) - IDCW,nan,27.27580,Equity Scheme - Value Fund,,Open Ended Schemes,JM Financial Mutual Fund
106169, quant Infrastructure Fund - IDCW Option - Regular Plan,nan,10.51240,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,quant Mutual Fund
106170, quant Infrastructure Fund - Growth Option,nan,10.51240,Equity Scheme - Sectoral/ Thematic,,Open Ended Schemes,quant Mutual Fund
106171, Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment),nan,10.00870,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Invesco Mutual Fund
106172, Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment),nan,10.00870,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Invesco Mutual Fund
106177, Invesco India Corporate Bond Fund - Growth,nan,10.00870,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Invesco Mutual Fund
106179, Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),nan,10.02470,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,Invesco Mutual Fund
106183, UTI Fixed Income Interval Fund - Annual Interval Plan Series - I - Regular Plan - Growth Option,nan,10.01340,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
106185, UTI Fixed Income Interval Fund - Annual Interval Plan Series - I ( Instn Growth Option ),nan,10.01470,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
106186, UTI FIIF Annual Intervl Plan I - Regular Plan - IDCW,nan,10.01340,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
106193, KOTAK GOLD ETF,nan,879.99770,Other Scheme - Gold ETF,,Open Ended Schemes,Kotak Mahindra Mutual Fund
106212, SBI MAGNUM LOW DURATION FUND - REGULAR PLAN - GROWTH,nan,10.00460,Debt Scheme - Low Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106213, SBI Magnum Low Duration Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.00460,Debt Scheme - Low Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106214, SBI Magnum Low Duration Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.00460,Debt Scheme - Low Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106215, SBI Magnum Low Duration Fund - Regular Plan - Fornightly Income Distribution cum Capital Withdrawal Option (IDCW),nan,0.00000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106216, SBI Magnum Low Duration Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.00460,Debt Scheme - Low Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106217, SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Growth,nan,10.00480,Debt Scheme - Low Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106221, SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.00480,Debt Scheme - Low Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106222, SBI Short Horizon Debt Fund - Ultra Short Term Fund- Institutional Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.00480,Debt Scheme - Low Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106223, SBI Short Horizon Debt Fund -Ultra Short Term Fund - Institutional Plan - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),nan,0.00000,Income,,Open Ended Schemes,SBI Mutual Fund
106224, SBI Short Horizon Debt Fund - Ultra Short Term Fund - Institutional Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.00480,Income,,Open Ended Schemes,SBI Mutual Fund
106227, SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND - RETAIL - GROWTH,nan,10.00120,Debt Scheme - Short Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106228, SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.00120,Debt Scheme - Short Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106229, SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.00120,Debt Scheme - Short Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106230, SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),nan,0.00000,Debt Scheme - Short Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106231, SBI SHORT TERM DEBT FUND - REGULAR PLAN -GROWTH,nan,10.00140,Debt Scheme - Short Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106232, SBI Short Term Debt Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),nan,0.00000,Debt Scheme - Short Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106233, SBI Short Term Debt Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),nan,10.00140,Debt Scheme - Short Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106234, SBI Short Term Debt Fund - Regular Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),nan,0.00000,Debt Scheme - Short Duration Fund,,Open Ended Schemes,SBI Mutual Fund
106235, Nippon India Large Cap  Fund- Growth Plan -Growth Option,nan,9.76250,Equity Scheme - Large Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
106236, NIPPON INDIA LARGE CAP FUND - IDCW Option,nan,9.76250,Equity Scheme - Large Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
106238, Nippon India Large Cap Fund-Institutional Plan Growth Plan Bonus Option,nan,9.71900,Equity Scheme - Large Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
106240, Nippon India Large Cap Fund- Growth Plan Bonus Option,nan,9.76250,Equity Scheme - Large Cap Fund,,Open Ended Schemes,Nippon India Mutual Fund
106252, Nippon India Multi Cap Fund Institutional Dividend Plan,nan,23.57110,Direct,,120492;INF192K01CC7;-;JM Multicap Fund,Reliance Mutual Fund
106253, Nippon India Multi Cap Fund Institutional Plan Growth Plan Growth Option,nan,23.57110,Direct,,120492;INF192K01CC7;-;JM Multicap Fund,Reliance Mutual Fund
